web-scraper-order,web-scraper-start-url,archetype_link,archetype_link-href,winrate,deck,deck-href,cards
"1665775370-5486","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","4
 Snow-Covered Forest"
"1665775370-5487","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","4
 Windswept Heath"
"1665775370-5488","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","4
 Horizon Canopy"
"1665775370-5489","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","2
 Sanctifier en-Vec"
"1665775370-5490","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","2
 Chalice of the Void"
"1665775370-5491","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","3
 Path to Exile"
"1665775370-5492","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","4
 Endurance"
"1665775370-5493","https://mtgdecks.net/Modern/metagame:last-year","GW Aggro","https://mtgdecks.net/Modern/gw-aggro","N/A","WILT LEAF","https://mtgdecks.net/Modern/wilt-leaf-decklist-by-youngpeezy420-1462320","4
 Force of Vigor"
"1665775375-5494","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Aven Mindcensor"
"1665775375-5495","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Venerated Loxodon"
"1665775375-5496","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Thraben Inspector"
"1665775375-5497","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Resolute Reinforcements"
"1665775375-5498","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Secure the Wastes"
"1665775375-5499","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Mana Tithe"
"1665775375-5500","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Kabira Takedown"
"1665775375-5501","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Raise the Alarm"
"1665775375-5502","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 March of Otherworldly Light"
"1665775375-5503","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Gather the Townsfolk"
"1665775375-5504","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Spectral Procession"
"1665775375-5505","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Emeria's Call"
"1665775375-5506","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Intangible Virtue"
"1665775375-5507","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Honor of the Pure"
"1665775375-5508","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Force of Virtue"
"1665775375-5509","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Legion's Landing"
"1665775375-5510","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Castle Ardenvale"
"1665775375-5511","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","4
 Shefet Dunes"
"1665775375-5512","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","10
 Plains"
"1665775375-5513","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Heliod's Intervention"
"1665775375-5514","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Giant Killer"
"1665775375-5515","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Cathar Commando"
"1665775375-5516","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Auriok Champion"
"1665775375-5517","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Mana Tithe"
"1665775375-5518","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","1
 Aven Mindcensor"
"1665775375-5519","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Sanctifier en-Vec"
"1665775375-5520","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Rest in Peace"
"1665775375-5521","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","2
 Brave the Elements"
"1665775375-5522","https://mtgdecks.net/Modern/metagame:last-year","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens","50%","Mono White Tokens","https://mtgdecks.net/Modern/mono-white-tokens-decklist-by-saffronolive-1474564","3
 Containment Priest"
"1665775380-5523","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Thrashing Brontodon"
"1665775380-5524","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Forerunner of the Empire"
"1665775380-5525","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","3
 Bonecrusher Giant"
"1665775380-5526","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","3
 Trapjaw Tyrant"
"1665775380-5527","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","3
 Ranging Raptors"
"1665775380-5528","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Ripjaw Raptor"
"1665775380-5529","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Regisaur Alpha"
"1665775380-5530","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Kinjalli's Caller"
"1665775380-5531","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Marauding Raptor"
"1665775380-5532","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Lightning Bolt"
"1665775380-5533","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","3
 Prismatic Ending"
"1665775380-5534","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Commune with Dinosaurs"
"1665775380-5535","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Snow-Covered Mountain"
"1665775380-5536","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Stomping Ground"
"1665775380-5537","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Sacred Foundry"
"1665775380-5538","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Raging Ravine"
"1665775380-5539","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Kessig Wolf Run"
"1665775380-5540","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Horizon Canopy"
"1665775380-5541","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Jetmir's Garden"
"1665775380-5542","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","2
 Snow-Covered Plains"
"1665775380-5543","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","2
 Temple Garden"
"1665775380-5544","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","3
 Snow-Covered Forest"
"1665775380-5545","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Wooded Foothills"
"1665775380-5546","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","4
 Windswept Heath"
"1665775380-5547","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Pithing Needle"
"1665775380-5548","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","1
 Nihil Spellbomb"
"1665775380-5549","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","2
 Carnage Tyrant"
"1665775380-5550","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","2
 Alpine Moon"
"1665775380-5551","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","2
 Choke"
"1665775380-5552","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","2
 Masked Vandal"
"1665775380-5553","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","2
 Heroic Intervention"
"1665775380-5554","https://mtgdecks.net/Modern/metagame:last-year","Dinosaurs","https://mtgdecks.net/Modern/dinosaurs","N/A","Naya Combo","https://mtgdecks.net/Modern/naya-combo-decklist-by-enzo-sgrignolli-1472904","3
 Leyline of Sanctity"
"1665775385-5555","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","3
 Subtlety"
"1665775385-5556","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Ice-Fang Coatl"
"1665775385-5557","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Emrakul, the Aeons Torn"
"1665775385-5558","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Fire/Ice"
"1665775385-5559","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","3
 Prismari Command"
"1665775385-5560","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","3
 Force of Negation"
"1665775385-5561","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Lightning Bolt"
"1665775385-5562","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Through the Breach"
"1665775385-5563","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Impulse"
"1665775385-5564","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Counterspell"
"1665775385-5565","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Wrenn and Six"
"1665775385-5566","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Snow-Covered Forest"
"1665775385-5567","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Rimewood Falls"
"1665775385-5568","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Stomping Ground"
"1665775385-5569","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Breeding Pool"
"1665775385-5570","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Steam Vents"
"1665775385-5571","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Volatile Fjord"
"1665775385-5572","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Snow-Covered Mountain"
"1665775385-5573","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","2
 Snow-Covered Island"
"1665775385-5574","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","2
 Wooded Foothills"
"1665775385-5575","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","3
 Forgotten Cave"
"1665775385-5576","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Misty Rainforest"
"1665775385-5577","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Scalding Tarn"
"1665775385-5578","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Subtlety"
"1665775385-5579","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","1
 Force of Negation"
"1665775385-5580","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","3
 Veil of Summer"
"1665775385-5581","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","3
 Spell Pierce"
"1665775385-5582","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","3
 Engineered Explosives"
"1665775385-5583","https://mtgdecks.net/Modern/metagame:last-year","Breach Control","https://mtgdecks.net/Modern/breach-control","54%","Through the Breach","https://mtgdecks.net/Modern/through-the-breach-decklist-by-eckermann-andrew-1465282","4
 Endurance"
"1665775389-5584","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Wall of Roots"
"1665775389-5585","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","3
 Carth the Lion"
"1665775389-5586","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Ignoble Hierarch"
"1665775389-5587","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Fatal Push"
"1665775389-5588","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Lightning Bolt"
"1665775389-5589","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Oath of Nissa"
"1665775389-5590","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Utopia Sprawl"
"1665775389-5591","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Ashiok, Dream Render"
"1665775389-5592","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","1
 Nissa, Vital Force"
"1665775389-5593","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","2
 Grist, the Hunger Tide"
"1665775389-5594","https://mtgdecks.net/Modern/metagame:last-year","Jund Superfriends","https://mtgdecks.net/Modern/jund-superfriends","40%","Jund Planeswalkers","https://mtgdecks.net/Modern/jund-planeswalkers-decklist-by-malcolm-carter-1446964","4
 Wrenn and Six"
